time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone,x_cargo,y_cargo,xdot_cargo,ydot_cargo
1.21,55,20,0.689319,2.01186,-5.8,1.31885,1.30159,0.340206,0.552485,1.13799,1.34491
1.22,55,20,0.70251,2.02493,-5.6,1.31924,1.31422,0.351708,0.56597,1.16248,1.35194
1.23,55,20,0.715702,2.03814,-5.4,1.31893,1.32697,0.363455,0.579524,1.18702,1.35886
1.24,55,20,0.728887,2.05147,-5.2,1.31792,1.33984,0.375448,0.593146,1.21161,1.36565
1.25,55,20,0.742058,2.06494,-5,1.31624,1.35282,0.387688,0.606836,1.23622,1.37231
1.26,55,20,0.755209,2.07853,-4.8,1.31389,1.36591,0.400173,0.620592,1.26083,1.37886
1.27,55,20,0.768333,2.09226,-4.6,1.31088,1.37908,0.412904,0.634413,1.28543,1.38532
1.28,55,20,0.781424,2.10611,-4.4,1.30723,1.39234,0.425881,0.648298,1.31,1.39169
1.29,55,20,0.794476,2.1201,-4.2,1.30296,1.40567,0.439104,0.662247,1.33451,1.398
1.3,55,20,0.807482,2.13423,-4,1.29806,1.41905,0.452571,0.676258,1.35895,1.40425
1.31,55,20,0.820435,2.14848,-3.8,1.29257,1.43249,0.466283,0.690332,1.38331,1.41046
1.32,55,20,0.833331,2.16288,-3.6,1.28648,1.44595,0.480237,0.704467,1.40755,1.41664
1.33,55,20,0.846163,2.1774,-3.4,1.27982,1.45944,0.494433,0.718664,1.43167,1.42281
1.34,55,20,0.858925,2.19206,-3.2,1.27259,1.47293,0.50887,0.732924,1.45563,1.429
1.35,55,20,0.871613,2.20686,-3,1.26481,1.48642,0.523545,0.747245,1.47943,1.4352
1.36,55,20,0.88422,2.22179,-2.8,1.2565,1.49988,0.538458,0.761628,1.50304,1.44145
1.37,55,20,0.896741,2.23686,-2.6,1.24766,1.51331,0.553606,0.776074,1.52644,1.44777
1.38,55,20,0.909171,2.25206,-2.4,1.23831,1.52669,0.568986,0.790584,1.54961,1.45416
1.39,55,20,0.921506,2.26739,-2.2,1.22847,1.54001,0.584597,0.805158,1.57252,1.46065
1.4,55,20,0.933739,2.28286,-2,1.21815,1.55325,0.600436,0.819798,1.59517,1.46725
1.41,55,20,0.945867,2.29846,-1.8,1.20736,1.56639,0.6165,0.834504,1.61752,1.47399
1.42,55,20,0.957885,2.31419,-1.6,1.19613,1.57943,0.632785,0.849279,1.63955,1.48088
1.43,55,20,0.969788,2.33004,-1.4,1.18445,1.59235,0.64929,0.864123,1.66125,1.48794
1.44,55,20,0.981572,2.34603,-1.2,1.17236,1.60513,0.666009,0.879039,1.68259,1.49519
1.45,55,20,0.993233,2.36215,-1,1.15986,1.61776,0.68294,0.894029,1.70355,1.50264
1.46,55,20,1.00477,2.37838,-0.8,1.14696,1.63023,0.700079,0.909094,1.7241,1.51032
1.47,55,20,1.01617,2.39475,-0.6,1.1337,1.64252,0.717421,0.924237,1.74422,1.51823
1.48,55,20,1.02744,2.41123,-0.4,1.12007,1.65463,0.734963,0.939461,1.7639,1.5264
1.49,55,20,1.03857,2.42784,-0.2,1.10611,1.66653,0.752698,0.954768,1.7831,1.53485
1.5,55,20,1.04956,2.44456,1.80411e-14,1.09181,1.67822,0.770623,0.970161,1.8018,1.54357
1.51,55,20,1.06041,2.4614,0.2,1.07721,1.68968,0.788733,0.985643,1.81999,1.55259
1.52,55,20,1.0711,2.47835,0.4,1.06231,1.70091,0.807022,1.00122,1.83762,1.56193
1.53,55,20,1.08165,2.49542,0.6,1.04714,1.71189,0.825484,1.01689,1.85469,1.57158
1.54,55,20,1.09205,2.51259,0.8,1.0317,1.72262,0.844114,1.03265,1.87117,1.58157
1.55,55,20,1.10228,2.52987,1,1.01603,1.73309,0.862906,1.04852,1.88702,1.5919
1.56,55,20,1.11236,2.54725,1.2,1.00012,1.74329,0.881853,1.06449,1.90224,1.60257
1.57,55,20,1.12229,2.56473,1.4,0.984014,1.75321,0.900949,1.08058,1.91678,1.61361
1.58,55,20,1.13204,2.58231,1.6,0.967713,1.76285,0.920187,1.09677,1.93063,1.625
1.59,55,20,1.14164,2.59998,1.8,0.951238,1.7722,0.93956,1.11308,1.94377,1.63676
1.6,55,20,1.15107,2.61775,2,0.934606,1.78126,0.95906,1.12951,1.95617,1.64889
1.61,55,20,1.16033,2.6356,2.2,0.917835,1.79002,0.978681,1.14607,1.9678,1.66139
1.62,55,20,1.16942,2.65354,2.4,0.900942,1.79849,0.998414,1.16275,1.97864,1.67426
1.63,55,20,1.17835,2.67157,2.6,0.883943,1.80666,1.01825,1.17956,1.98866,1.68749
1.64,55,20,1.1871,2.68967,2.8,0.866857,1.81453,1.03819,1.1965,1.99785,1.70109
1.65,55,20,1.19568,2.70785,3,0.849699,1.82211,1.05821,1.21359,2.00618,1.71504
1.66,55,20,1.2041,2.72611,3.2,0.832485,1.8294,1.07831,1.23081,2.01362,1.72935
1.67,55,20,1.21233,2.74444,3.4,0.815232,1.83639,1.09848,1.24818,2.02016,1.74399
1.68,55,20,1.2204,2.76283,3.6,0.797956,1.8431,1.11871,1.2657,2.02576,1.75898
1.69,55,20,1.22829,2.78129,3.8,0.780672,1.84953,1.13899,1.28337,2.03042,1.77428
1.7,55,20,1.23601,2.79982,4,0.763395,1.85569,1.15931,1.30119,2.03411,1.78989
1.71,55,20,1.24356,2.8184,4.2,0.746139,1.86157,1.17967,1.31917,2.03682,1.8058
1.72,55,20,1.25094,2.83704,4.4,0.728918,1.86721,1.20005,1.33732,2.03851,1.82198
1.73,55,20,1.25814,2.85574,4.6,0.711745,1.87259,1.22044,1.35562,2.03918,1.83843
1.74,55,20,1.26517,2.87449,4.8,0.694633,1.87773,1.24083,1.37409,2.0388,1.85512
1.75,55,20,1.27203,2.89329,5,0.677594,1.88265,1.26121,1.39273,2.03737,1.87203
1.76,55,20,1.27872,2.91214,5.2,0.660639,1.88736,1.28157,1.41154,2.03487,1.88914
1.77,55,20,1.28524,2.93103,5.4,0.643778,1.89186,1.3019,1.43053,2.03128,1.90643
1.78,55,20,1.2916,2.94997,5.6,0.627021,1.89618,1.32219,1.44968,2.02659,1.92388
1.79,55,20,1.29779,2.96895,5.8,0.610376,1.90032,1.34243,1.46901,2.02079,1.94146
1.8,55,20,1.30381,2.98797,6,0.593852,1.9043,1.3626,1.48852,2.01388,1.95914
1.81,55,20,1.30966,3.00703,6.2,0.577456,1.90814,1.3827,1.50821,2.00584,1.97691
1.82,55,20,1.31536,3.02612,6.4,0.561192,1.91185,1.40272,1.52807,1.99667,1.99472
1.83,55,20,1.32089,3.04526,6.6,0.545067,1.91546,1.42263,1.54811,1.98636,2.01256
1.84,55,20,1.32626,3.06442,6.8,0.529084,1.91897,1.44244,1.56833,1.97491,2.0304
1.85,55,20,1.33147,3.08363,7,0.513246,1.9224,1.46213,1.58873,1.96232,2.04821
1.86,55,20,1.33653,3.10287,7.2,0.497555,1.92577,1.48168,1.6093,1.94859,2.06596
1.87,55,20,1.34142,3.12214,7.4,0.482012,1.9291,1.50109,1.63005,1.93372,2.08363
1.88,55,20,1.34617,3.14144,7.6,0.466617,1.9324,1.52035,1.65098,1.91771,2.10117
1.89,55,20,1.35076,3.16078,7.8,0.451369,1.9357,1.53944,1.67209,1.90056,2.11857
1.9,55,20,1.3552,3.18015,8,0.436264,1.939,1.55836,1.69336,1.88229,2.1358
1.91,55,20,1.35948,3.19955,8.2,0.421301,1.94234,1.57708,1.71481,1.86289,2.15283
1.92,55,20,1.36362,3.21899,8.4,0.406476,1.94571,1.59561,1.73643,1.84238,2.16963
1.93,55,20,1.36761,3.23846,8.6,0.391782,1.94914,1.61392,1.75821,1.82077,2.18617
1.94,55,20,1.37146,3.25797,8.8,0.377214,1.95265,1.63202,1.78016,1.79807,2.20243
1.95,55,20,1.37516,3.27751,9,0.362764,1.95625,1.64988,1.80227,1.7743,2.21839
1.96,55,20,1.37872,3.29709,9.2,0.348426,1.95996,1.6675,1.82454,1.74946,2.23401
1.97,55,20,1.38213,3.3167,9.4,0.334189,1.96378,1.68487,1.84696,1.72357,2.24927
1.98,55,20,1.3854,3.33636,9.6,0.320046,1.96774,1.70197,1.86953,1.69665,2.26416
1.99,55,20,1.38853,3.35605,9.8,0.305984,1.97185,1.71879,1.89225,1.66871,2.27865
2,55,-10,1.39152,3.37579,10,0.291994,1.97611,1.73534,1.91511,1.63979,2.29271
2.01,55,-10,1.39438,3.39557,9.9,0.278535,1.98063,1.75158,1.93811,1.60989,2.30633
2.02,55,-10,1.3971,3.4154,9.8,0.266058,1.98553,1.76753,1.96124,1.57904,2.31945
2.03,55,-10,1.3997,3.43528,9.7,0.254545,1.99084,1.78316,1.9845,1.54729,2.33201
2.04,55,-10,1.40219,3.45521,9.6,0.243976,1.99657,1.79847,2.00789,1.51466,2.34399
2.05,55,-10,1.40459,3.4752,9.5,0.234333,2.00275,1.81345,2.03139,1.48117,2.35538
2.06,55,-10,1.40688,3.49526,9.4,0.225591,2.00939,1.82809,2.055,1.44686,2.36613
2.07,55,-10,1.4091,3.51539,9.3,0.21773,2.0165,1.84238,2.07872,1.41177,2.37623
2.08,55,-10,1.41124,3.53559,9.2,0.210725,2.02411,1.85632,2.10253,1.37594,2.38566
2.09,55,-10,1.41332,3.55587,9.1,0.204554,2.03222,1.86989,2.12643,1.33939,2.39439
2.1,55,-10,1.41534,3.57623,9,0.199192,2.04084,1.8831,2.15042,1.30216,2.40242
2.11,55,-10,1.41731,3.59668,8.9,0.194615,2.04998,1.89593,2.17449,1.26429,2.40973
2.12,55,-10,1.41923,3.61723,8.8,0.190797,2.05964,1.90838,2.19862,1.22582,2.41633
2.13,55,-10,1.42113,3.63787,8.7,0.187715,2.06982,1.92045,2.22282,1.18678,2.42219
2.14,55,-10,1.42299,3.65862,8.6,0.185343,2.08053,1.93212,2.24707,1.14721,2.42733
2.15,55,-10,1.42484,3.67948,8.5,0.183658,2.09175,1.94339,2.27136,1.10715,2.43174
2.16,55,-10,1.42667,3.70046,8.4,0.182634,2.1035,1.95426,2.2957,1.06664,2.43544
2.17,55,-10,1.42849,3.72155,8.3,0.182247,2.11575,1.96472,2.32007,1.0257,2.43843
