time,thrust,tilt,x_drone,y_drone,theta,xdot_drone,ydot_drone
2.3,29.43,0-20.503,0,0,-14.9351,0,
2.35,29.43,0-21.2498,0,0,-15.0539,0,
2.4,29.43,0-22.0025,0,0,-15.1667,0,
2.45,29.43,0-22.7608,0,0,-15.2738,0,
2.5,29.43,0-23.5245,0,0,-15.3755,0,
2.55,29.43,0-24.2933,0,0,-15.472,0,
2.6,29.43,0-25.0669,0,0,-15.5635,0,
2.65,29.43,0-25.845,0,0,-15.6503,0,
2.7,29.43,0-26.6275,0,0,-15.7326,0,
2.75,29.43,0-27.4142,0,0,-15.8106,0,
2.8,29.43,0-28.2047,0,0,-15.8844,0,
2.85,29.43,0-28.9989,0,0,-15.9544,0,
2.9,29.43,0-29.7966,0,0,-16.0207,0,
2.95,29.43,0-30.5977,0,0,-16.0834,0,
3,29.43,0-31.4018,0,0,-16.1428,0,
3.05,29.43,0-32.209,0,0,-16.199,0,
3.1,29.43,0-33.0189,0,0,-16.2521,0,
3.15,29.43,0-33.8315,0,0,-16.3024,0,
3.2,29.43,0-34.6467,0,0,-16.35,0,
3.25,29.43,0-35.4642,0,0,-16.3949,0,
3.3,29.43,0-36.2839,0,0,-16.4374,0,
3.35,29.43,0-37.1058,0,0,-16.4776,0,
3.4,29.43,0-37.9297,0,0,-16.5156,0,
3.45,29.43,0-38.7554,0,0,-16.5515,0,
3.5,29.43,-1-39.583,0,0,-16.5854,0,
3.55,29.43,-1-40.4123,0,-0.05,-16.6174,0,
3.6,29.43,-1-41.2431,0,-0.1,-16.6471,-0.000612997,
3.65,29.43,-1-42.0755,-3.06499e-05,-0.15,-16.6733,-0.00304645,
3.7,29.43,-1-42.9092,-0.000182972,-0.2,-16.6949,-0.00846958,
3.75,29.43,-1-43.7439,-0.000606451,-0.25,-16.7111,-0.0180113,
3.8,29.43,-1-44.5795,-0.00150701,-0.3,-16.7209,-0.0327581,
3.85,29.43,-1-45.4155,-0.00314492,-0.35,-16.7235,-0.0537526,
3.9,29.43,-1-46.2517,-0.00583255,-0.4,-16.7182,-0.0819921,
3.95,29.43,-1-47.0876,-0.00993215,-0.45,-16.7041,-0.118427,
4,29.43,-1-47.9228,-0.0158535,-0.5,-16.6807,-0.163961,
4.05,29.43,-1-48.7568,-0.0240515,-0.55,-16.6474,-0.219448,
4.1,29.43,-1-49.5892,-0.0350239,-0.6,-16.6036,-0.285695,
4.15,29.43,-1-50.4194,-0.0493087,-0.65,-16.5489,-0.363461,
4.2,29.43,-1-51.2468,-0.0674817,-0.7,-16.4829,-0.453455,
